GEOID,State,Year,Type,GEO display_label,Households,Poverty Households,ALICE Households,Above ALICE Households,Source: American Community Survey,County
1222975,Florida,2023,Place,"Florida City city, Florida",3960,1310,1596,1054,5-Year,"Miami-Dade County, Florida"
1223050,Florida,2023,Place,"Florida Ridge CDP, Florida",8068,709,3246,4113,5-Year,"Indian River County, Florida"
1223125,Florida,2023,Place,"Floridatown CDP, Florida",101,13,28,60,5-Year,"Santa Rosa County, Florida"
1223375,Florida,2023,Place,"Forest City CDP, Florida",5499,320,1763,3416,5-Year,"Seminole County, Florida"
1223680,Florida,2023,Place,"Fort Braden CDP, Florida",350,28,132,190,5-Year,"Leon County, Florida"
1223730,Florida,2023,Place,"Fort Denaud CDP, Florida",663,87,260,316,5-Year,"Hendry County, Florida"
1223875,Florida,2023,Place,"Fort Green Springs CDP, Florida",157,29,12,116,5-Year,"Hardee County, Florida"
1224100,Florida,2023,Place,"Fort Meade city, Florida",2173,571,910,692,5-Year,"Polk County, Florida"
1224150,Florida,2023,Place,"Fort Myers Beach town, Florida",2872,257,791,1824,5-Year,"Lee County, Florida"
1224175,Florida,2023,Place,"Fort Myers Shores CDP, Florida",2209,336,841,1032,5-Year,"Lee County, Florida"
1224300,Florida,2023,Place,"Fort Pierce city, Florida",18510,4550,7979,5981,5-Year,"St. Lucie County, Florida"
1224337,Florida,2023,Place,"Fort Pierce North CDP, Florida",2542,954,973,615,5-Year,"St. Lucie County, Florida"
1224387,Florida,2023,Place,"Fort Pierce South CDP, Florida",2084,380,1072,632,5-Year,"St. Lucie County, Florida"
1224475,Florida,2023,Place,"Fort Walton Beach city, Florida",8739,1085,2986,4668,5-Year,"Okaloosa County, Florida"
1224500,Florida,2023,Place,"Fort White town, Florida",252,54,104,94,5-Year,"Columbia County, Florida"
1224562,Florida,2023,Place,"Fountainebleau CDP, Florida",21188,2666,9996,8526,5-Year,"Miami-Dade County, Florida"
1224581,Florida,2023,Place,"Four Corners CDP, Florida",22374,2003,8382,11989,5-Year,"Lake County, Florida"
1224710,Florida,2023,Place,"Franklin Park CDP, Florida",521,231,248,42,5-Year,"Broward County, Florida"
1224825,Florida,2023,Place,"Freeport city, Florida",2517,203,653,1661,5-Year,"Walton County, Florida"
1224900,Florida,2023,Place,"Frostproof city, Florida",1407,238,703,466,5-Year,"Polk County, Florida"
1224925,Florida,2023,Place,"Fruit Cove CDP, Florida",11849,563,1977,9309,5-Year,"St. Johns County, Florida"
1224975,Florida,2023,Place,"Fruitland Park city, Florida",3631,315,1286,2030,5-Year,"Lake County, Florida"
1225000,Florida,2023,Place,"Fruitville CDP, Florida",7156,599,2179,4378,5-Year,"Sarasota County, Florida"
1225025,Florida,2023,Place,"Fuller Heights CDP, Florida",3742,386,987,2369,5-Year,"Polk County, Florida"
1225125,Florida,2023,Place,"Fussels Corner CDP, Florida",2250,287,943,1020,5-Year,"Polk County, Florida"
1225392,Florida,2023,Place,"Garcon Point CDP, Florida",243,0,0,243,5-Year,"Santa Rosa County, Florida"
1225475,Florida,2023,Place,"Garden Grove CDP, Florida",327,43,92,192,5-Year,"Hernando County, Florida"
1225550,Florida,2023,Place,"Gardner CDP, Florida",207,62,67,78,5-Year,"Hardee County, Florida"
1225655,Florida,2023,Place,"Gateway CDP, Florida",3773,211,764,2798,5-Year,"Lee County, Florida"
1225750,Florida,2023,Place,"Geneva CDP, Florida",1178,18,183,977,5-Year,"Seminole County, Florida"
1225900,Florida,2023,Place,"Gibsonton CDP, Florida",5962,1061,1840,3061,5-Year,"Hillsborough County, Florida"
1225925,Florida,2023,Place,"Gifford CDP, Florida",1483,665,479,339,5-Year,"Indian River County, Florida"
1225987,Florida,2023,Place,"Gladeview CDP, Florida",4922,1442,2330,1150,5-Year,"Miami-Dade County, Florida"
1226000,Florida,2023,Place,"Glencoe CDP, Florida",611,103,239,269,5-Year,"Volusia County, Florida"
1226075,Florida,2023,Place,"Glen St. Mary town, Florida",223,56,72,95,5-Year,"Baker County, Florida"
1226100,Florida,2023,Place,"Glenvar Heights CDP, Florida",8901,1218,3654,4029,5-Year,"Miami-Dade County, Florida"
1226250,Florida,2023,Place,"Golden Beach town, Florida",191,8,24,159,5-Year,"Miami-Dade County, Florida"
1226300,Florida,2023,Place,"Golden Gate CDP, Florida",8100,997,3896,3207,5-Year,"Collier County, Florida"
1226375,Florida,2023,Place,"Golden Glades CDP, Florida",11322,2284,5652,3386,5-Year,"Miami-Dade County, Florida"
1226475,Florida,2023,Place,"Goldenrod CDP, Florida",5399,895,2014,2490,5-Year,"Orange County, Florida"
1226550,Florida,2023,Place,"Golf village, Florida",124,8,15,101,5-Year,"Palm Beach County, Florida"
1226700,Florida,2023,Place,"Gonzalez CDP, Florida",5393,382,1291,3720,5-Year,"Escambia County, Florida"
1226900,Florida,2023,Place,"Gotha CDP, Florida",381,21,42,318,5-Year,"Orange County, Florida"
1226925,Florida,2023,Place,"Goulding CDP, Florida",921,342,376,203,5-Year,"Escambia County, Florida"
1226950,Florida,2023,Place,"Goulds CDP, Florida",3788,828,1639,1321,5-Year,"Miami-Dade County, Florida"
1227000,Florida,2023,Place,"Graceville city, Florida",895,197,423,275,5-Year,"Jackson County, Florida"
1227175,Florida,2023,Place,"Grand Ridge town, Florida",344,69,124,151,5-Year,"Jackson County, Florida"
1227256,Florida,2023,Place,"Grant-Valkaria town, Florida",1702,82,398,1222,5-Year,"Brevard County, Florida"
1227322,Florida,2023,Place,"Greenacres city, Florida",15411,2188,7410,5813,5-Year,"Palm Beach County, Florida"
1227360,Florida,2023,Place,"Greenbriar CDP, Florida",1115,140,374,601,5-Year,"Pinellas County, Florida"
1227400,Florida,2023,Place,"Green Cove Springs city, Florida",3539,420,1306,1813,5-Year,"Clay County, Florida"
1227550,Florida,2023,Place,"Greensboro town, Florida",260,71,149,40,5-Year,"Gadsden County, Florida"
1227575,Florida,2023,Place,"Greenville town, Florida",449,107,110,232,5-Year,"Madison County, Florida"
1227600,Florida,2023,Place,"Greenwood town, Florida",292,56,116,120,5-Year,"Jackson County, Florida"
1227635,Florida,2023,Place,"Grenelefe CDP, Florida",801,150,180,471,5-Year,"Polk County, Florida"
1227650,Florida,2023,Place,"Gretna city, Florida",506,130,216,160,5-Year,"Gadsden County, Florida"
1227775,Florida,2023,Place,"Grove City CDP, Florida",1159,207,461,491,5-Year,"Charlotte County, Florida"
1227800,Florida,2023,Place,"Groveland city, Florida",7300,320,2061,4919,5-Year,"Lake County, Florida"
1228000,Florida,2023,Place,"Gulf Breeze city, Florida",2757,200,648,1909,5-Year,"Santa Rosa County, Florida"
1228045,Florida,2023,Place,"Gulf Gate CDP, Florida",4283,495,1743,2045,5-Year,"Sarasota County, Florida"
1228175,Florida,2023,Place,"Gulfport city, Florida",6095,972,2071,3052,5-Year,"Pinellas County, Florida"
1228275,Florida,2023,Place,"Gulf Stream town, Florida",355,29,61,265,5-Year,"Palm Beach County, Florida"
1228305,Florida,2023,Place,"Gun Club Estates CDP, Florida",363,25,174,164,5-Year,"Palm Beach County, Florida"
1228400,Florida,2023,Place,"Haines City city, Florida",10362,1683,3915,4764,5-Year,"Polk County, Florida"
1228452,Florida,2023,Place,"Hallandale Beach city, Florida",19647,4232,8558,6857,5-Year,"Broward County, Florida"
1228575,Florida,2023,Place,"Hampton city, Florida",186,45,94,47,5-Year,"Bradford County, Florida"
1228650,Florida,2023,Place,"Harbor Bluffs CDP, Florida",1092,123,160,809,5-Year,"Pinellas County, Florida"
1228800,Florida,2023,Place,"Harbour Heights CDP, Florida",1765,236,682,847,5-Year,"Charlotte County, Florida"
1228925,Florida,2023,Place,"Harlem CDP, Florida",956,91,432,433,5-Year,"Hendry County, Florida"
1228937,Florida,2023,Place,"Harlem Heights CDP, Florida",505,20,284,201,5-Year,"Lee County, Florida"
1229000,Florida,2023,Place,"Harold CDP, Florida",164,0,64,100,5-Year,"Santa Rosa County, Florida"
1229100,Florida,2023,Place,"Hastings CDP, Florida",291,120,16,155,5-Year,"St. Johns County, Florida"
1229150,Florida,2023,Place,"Havana town, Florida",1017,222,351,444,5-Year,"Gadsden County, Florida"
1229200,Florida,2023,Place,"Haverhill town, Florida",840,54,402,384,5-Year,"Palm Beach County, Florida"
1229275,Florida,2023,Place,"Hawthorne city, Florida",552,67,247,238,5-Year,"Alachua County, Florida"
1229320,Florida,2023,Place,"Heathrow CDP, Florida",3026,120,732,2174,5-Year,"Seminole County, Florida"
1229381,Florida,2023,Place,"Heritage Bay CDP, Florida",379,8,55,316,5-Year,"Collier County, Florida"
1229385,Florida,2023,Place,"Heritage Pines CDP, Florida",934,52,418,464,5-Year,"Pasco County, Florida"
1229425,Florida,2023,Place,"Hernando CDP, Florida",4308,872,1750,1686,5-Year,"Citrus County, Florida"
1229437,Florida,2023,Place,"Hernando Beach CDP, Florida",1127,87,341,699,5-Year,"Hernando County, Florida"
1230025,Florida,2023,Place,"Hialeah Gardens city, Florida",7380,1203,3563,2614,5-Year,"Miami-Dade County, Florida"
1230200,Florida,2023,Place,"Highland Beach town, Florida",2322,40,468,1814,5-Year,"Palm Beach County, Florida"
1230225,Florida,2023,Place,"Highland City CDP, Florida",4333,208,1249,2876,5-Year,"Polk County, Florida"
1230494,Florida,2023,Place,"High Point CDP, Florida",2112,233,1311,568,5-Year,"Hernando County, Florida"
1230525,Florida,2023,Place,"High Springs city, Florida",2010,164,536,1310,5-Year,"Alachua County, Florida"
1230700,Florida,2023,Place,"Hillcrest Heights town, Florida",117,0,22,95,5-Year,"Polk County, Florida"
1230750,Florida,2023,Place,"Hilliard town, Florida",1014,262,275,477,5-Year,"Nassau County, Florida"
1230800,Florida,2023,Place,"Hill 'n Dale CDP, Florida",1075,201,397,477,5-Year,"Hernando County, Florida"
1230850,Florida,2023,Place,"Hillsboro Beach town, Florida",1174,63,386,725,5-Year,"Broward County, Florida"
1230858,Florida,2023,Place,"Hillsboro Pines CDP, Florida",218,10,47,161,5-Year,"Broward County, Florida"
1230975,Florida,2023,Place,"Hobe Sound CDP, Florida",6309,760,2618,2931,5-Year,"Martin County, Florida"
1231025,Florida,2023,Place,"Holden Heights CDP, Florida",1159,200,572,387,5-Year,"Orange County, Florida"
1231030,Florida,2023,Place,"Holden Lakes CDP, Florida",1382,101,590,691,5-Year,"Orange County, Florida"
1231075,Florida,2023,Place,"Holiday CDP, Florida",10086,1928,5541,2617,5-Year,"Pasco County, Florida"
1231275,Florida,2023,Place,"Holley CDP, Florida",957,118,121,718,5-Year,"Santa Rosa County, Florida"
1231350,Florida,2023,Place,"Holly Hill city, Florida",6122,1312,2491,2319,5-Year,"Volusia County, Florida"
1232150,Florida,2023,Place,"Holmes Beach city, Florida",1642,102,544,996,5-Year,"Manatee County, Florida"
1232250,Florida,2023,Place,"Homeland CDP, Florida",124,13,45,66,5-Year,"Polk County, Florida"
1232275,Florida,2023,Place,"Homestead city, Florida",25427,4645,11091,9691,5-Year,"Miami-Dade County, Florida"
1232325,Florida,2023,Place,"Homestead Base CDP, Florida",237,187,50,0,5-Year,"Miami-Dade County, Florida"
1232375,Florida,2023,Place,"Homosassa CDP, Florida",1147,157,346,644,5-Year,"Citrus County, Florida"
1232400,Florida,2023,Place,"Homosassa Springs CDP, Florida",5997,1010,2303,2684,5-Year,"Citrus County, Florida"
1232610,Florida,2023,Place,"Horizon West CDP, Florida",20310,1387,3880,15043,5-Year,"Orange County, Florida"
1232675,Florida,2023,Place,"Hosford CDP, Florida",234,23,84,127,5-Year,"Liberty County, Florida"
1232775,Florida,2023,Place,"Howey-in-the-Hills town, Florida",854,38,283,533,5-Year,"Lake County, Florida"
1232825,Florida,2023,Place,"Hudson CDP, Florida",5590,910,2667,2013,5-Year,"Pasco County, Florida"
1232967,Florida,2023,Place,"Hunters Creek CDP, Florida",7168,505,1712,4951,5-Year,"Orange County, Florida"
1232975,Florida,2023,Place,"Hurlburt Field CDP, Florida",715,28,417,270,5-Year,"Okaloosa County, Florida"
1232993,Florida,2023,Place,"Hutchinson Island South CDP, Florida",2651,239,1106,1306,5-Year,"St. Lucie County, Florida"
1233150,Florida,2023,Place,"Hypoluxo town, Florida",1303,120,526,657,5-Year,"Palm Beach County, Florida"
1233250,Florida,2023,Place,"Immokalee CDP, Florida",6418,1556,3196,1666,5-Year,"Collier County, Florida"
1233375,Florida,2023,Place,"Indialantic town, Florida",1475,125,435,915,5-Year,"Brevard County, Florida"
1233450,Florida,2023,Place,"Indian Harbour Beach city, Florida",3769,398,829,2542,5-Year,"Brevard County, Florida"
1233500,Florida,2023,Place,"Indian Lake Estates CDP, Florida",346,18,114,214,5-Year,"Polk County, Florida"
1233585,Florida,2023,Place,"Indian River Estates CDP, Florida",2915,516,1153,1246,5-Year,"St. Lucie County, Florida"
1233600,Florida,2023,Place,"Indian River Shores town, Florida",2404,188,465,1751,5-Year,"Indian River County, Florida"
1233625,Florida,2023,Place,"Indian Rocks Beach city, Florida",1896,205,456,1235,5-Year,"Pinellas County, Florida"
1233675,Florida,2023,Place,"Indian Shores town, Florida",610,33,149,428,5-Year,"Pinellas County, Florida"
1233700,Florida,2023,Place,"Indiantown village, Florida",1742,383,684,675,5-Year,"Martin County, Florida"
1233800,Florida,2023,Place,"Inglis town, Florida",814,159,221,434,5-Year,"Levy County, Florida"
1233900,Florida,2023,Place,"Interlachen town, Florida",644,151,204,289,5-Year,"Putnam County, Florida"
1233950,Florida,2023,Place,"Inverness city, Florida",3936,596,1630,1710,5-Year,"Citrus County, Florida"
1233958,Florida,2023,Place,"Inverness Highlands North CDP, Florida",1102,205,340,557,5-Year,"Citrus County, Florida"
1233966,Florida,2023,Place,"Inverness Highlands South CDP, Florida",3046,234,1141,1671,5-Year,"Citrus County, Florida"
1234000,Florida,2023,Place,"Inwood CDP, Florida",2362,598,992,772,5-Year,"Polk County, Florida"
1234012,Florida,2023,Place,"Iona CDP, Florida",7653,682,3089,3882,5-Year,"Lee County, Florida"
1234132,Florida,2023,Place,"Islamorada, Village of Islands village, Florida",3080,199,1120,1761,5-Year,"Monroe County, Florida"
1234185,Florida,2023,Place,"Island Walk CDP, Florida",1373,126,488,759,5-Year,"Collier County, Florida"
1234400,Florida,2023,Place,"Ives Estates CDP, Florida",9846,1262,4608,3976,5-Year,"Miami-Dade County, Florida"
1235050,Florida,2023,Place,"Jacksonville Beach city, Florida",10837,595,2158,8084,5-Year,"Duval County, Florida"
1235200,Florida,2023,Place,"Jacob City city, Florida",142,23,89,30,5-Year,"Jackson County, Florida"
1235300,Florida,2023,Place,"Jan Phyl Village CDP, Florida",2153,444,716,993,5-Year,"Polk County, Florida"
1235350,Florida,2023,Place,"Jasmine Estates CDP, Florida",9093,1675,4855,2563,5-Year,"Pasco County, Florida"
1235375,Florida,2023,Place,"Jasper city, Florida",884,254,305,325,5-Year,"Hamilton County, Florida"
1235425,Florida,2023,Place,"Jay town, Florida",267,82,106,79,5-Year,"Santa Rosa County, Florida"
1235525,Florida,2023,Place,"Jennings town, Florida",225,97,60,68,5-Year,"Hamilton County, Florida"
1235550,Florida,2023,Place,"Jensen Beach CDP, Florida",5890,777,2229,2884,5-Year,"Martin County, Florida"
1235800,Florida,2023,Place,"June Park CDP, Florida",1719,131,564,1024,5-Year,"Brevard County, Florida"
1235850,Florida,2023,Place,"Juno Beach town, Florida",2310,183,1017,1110,5-Year,"Palm Beach County, Florida"
1235862,Florida,2023,Place,"Juno Ridge CDP, Florida",624,114,137,373,5-Year,"Palm Beach County, Florida"
1235875,Florida,2023,Place,"Jupiter town, Florida",25125,1900,7237,15988,5-Year,"Palm Beach County, Florida"
1235890,Florida,2023,Place,"Jupiter Farms CDP, Florida",4490,233,1015,3242,5-Year,"Palm Beach County, Florida"
1235900,Florida,2023,Place,"Jupiter Inlet Colony town, Florida",204,29,31,144,5-Year,"Palm Beach County, Florida"
1235925,Florida,2023,Place,"Jupiter Island town, Florida",364,30,33,301,5-Year,"Martin County, Florida"
1235950,Florida,2023,Place,"Kathleen CDP, Florida",2279,445,803,1031,5-Year,"Polk County, Florida"
1236062,Florida,2023,Place,"Kendale Lakes CDP, Florida",19166,2659,8172,8335,5-Year,"Miami-Dade County, Florida"
1236100,Florida,2023,Place,"Kendall CDP, Florida",30283,3446,10554,16283,5-Year,"Miami-Dade County, Florida"
1236121,Florida,2023,Place,"Kendall West CDP, Florida",12836,2043,5618,5175,5-Year,"Miami-Dade County, Florida"
1236175,Florida,2023,Place,"Kenneth City town, Florida",1921,302,906,713,5-Year,"Pinellas County, Florida"
1236200,Florida,2023,Place,"Kensington Park CDP, Florida",1301,123,465,713,5-Year,"Sarasota County, Florida"
1236220,Florida,2023,Place,"Kenwood Estates CDP, Florida",414,107,133,174,5-Year,"Palm Beach County, Florida"
1236300,Florida,2023,Place,"Key Biscayne village, Florida",4985,396,1071,3518,5-Year,"Miami-Dade County, Florida"
1236325,Florida,2023,Place,"Key Colony Beach city, Florida",307,18,118,171,5-Year,"Monroe County, Florida"
1236375,Florida,2023,Place,"Key Largo CDP, Florida",5044,592,1900,2552,5-Year,"Monroe County, Florida"
1236462,Florida,2023,Place,"Keystone CDP, Florida",9330,511,1294,7525,5-Year,"Hillsborough County, Florida"
1236475,Florida,2023,Place,"Keystone Heights city, Florida",581,71,180,330,5-Year,"Clay County, Florida"
1236535,Florida,2023,Place,"Key Vista CDP, Florida",629,47,265,317,5-Year,"Pasco County, Florida"
1236550,Florida,2023,Place,"Key West city, Florida",11188,1311,4381,5496,5-Year,"Monroe County, Florida"
1236950,Florida,2023,Place,"Kissimmee city, Florida",26129,5833,11309,8987,5-Year,"Osceola County, Florida"
1237225,Florida,2023,Place,"LaBelle city, Florida",1656,321,647,688,5-Year,"Hendry County, Florida"
1237275,Florida,2023,Place,"Lacoochee CDP, Florida",297,35,155,107,5-Year,"Pasco County, Florida"
1237375,Florida,2023,Place,"Lady Lake town, Florida",8613,964,4540,3109,5-Year,"Lake County, Florida"
1237500,Florida,2023,Place,"Laguna Beach CDP, Florida",2371,108,638,1625,5-Year,"Bay County, Florida"
1237525,Florida,2023,Place,"Lake Alfred city, Florida",2538,216,937,1385,5-Year,"Polk County, Florida"
1237542,Florida,2023,Place,"Lake Belvedere Estates CDP, Florida",643,53,285,305,5-Year,"Palm Beach County, Florida"
1237648,Florida,2023,Place,"Lake Butler CDP, Florida",5820,173,862,4785,5-Year,"Orange County, Florida"
1237650,Florida,2023,Place,"Lake Butler city, Florida",716,184,260,272,5-Year,"Union County, Florida"
1237775,Florida,2023,Place,"Lake City city, Florida",4879,1145,1621,2113,5-Year,"Columbia County, Florida"
1237800,Florida,2023,Place,"Lake Clarke Shores town, Florida",1075,14,269,792,5-Year,"Palm Beach County, Florida"
1237975,Florida,2023,Place,"Lake Hamilton town, Florida",514,88,181,245,5-Year,"Polk County, Florida"
1238012,Florida,2023,Place,"Lake Hart CDP, Florida",133,0,59,74,5-Year,"Orange County, Florida"
1238025,Florida,2023,Place,"Lake Helen city, Florida",979,70,258,651,5-Year,"Volusia County, Florida"
1238162,Florida,2023,Place,"Lake Kathryn CDP, Florida",292,81,132,79,5-Year,"Lake County, Florida"
1238238,Florida,2023,Place,"Lake Kerr CDP, Florida",839,167,353,319,5-Year,"Marion County, Florida"
1238262,Florida,2023,Place,"Lakeland Highlands CDP, Florida",4429,268,738,3423,5-Year,"Polk County, Florida"
1238275,Florida,2023,Place,"Lake Lindsey CDP, Florida",134,15,114,5,5-Year,"Hernando County, Florida"
1238287,Florida,2023,Place,"Lake Lorraine CDP, Florida",2945,262,655,2028,5-Year,"Okaloosa County, Florida"
1238332,Florida,2023,Place,"Lake Mack-Forest Hills CDP, Florida",662,119,226,317,5-Year,"Lake County, Florida"
1238350,Florida,2023,Place,"Lake Magdalene CDP, Florida",12948,1297,4727,6924,5-Year,"Hillsborough County, Florida"
1238425,Florida,2023,Place,"Lake Mary city, Florida",6940,212,1959,4769,5-Year,"Seminole County, Florida"
1238430,Florida,2023,Place,"Lake Mary Jane CDP, Florida",746,0,66,680,5-Year,"Orange County, Florida"
1238519,Florida,2023,Place,"Lake Mystic CDP, Florida",292,19,143,130,5-Year,"Liberty County, Florida"
1238575,Florida,2023,Place,"Lake Panasoffkee CDP, Florida",2149,471,944,734,5-Year,"Sumter County, Florida"
1238600,Florida,2023,Place,"Lake Park town, Florida",3173,378,1489,1306,5-Year,"Palm Beach County, Florida"
1238625,Florida,2023,Place,"Lake Placid town, Florida",1070,247,428,395,5-Year,"Highlands County, Florida"
1238690,Florida,2023,Place,"Lake Sarasota CDP, Florida",1329,135,225,969,5-Year,"Sarasota County, Florida"
1238813,Florida,2023,Place,"Lakeside CDP, Florida",11764,730,3941,7093,5-Year,"Clay County, Florida"
1238950,Florida,2023,Place,"Lake Wales city, Florida",6560,1664,1883,3013,5-Year,"Polk County, Florida"
1239062,Florida,2023,Place,"Lakewood Park CDP, Florida",5527,582,2292,2653,5-Year,"St. Lucie County, Florida"
1239067,Florida,2023,Place,"Lakewood Ranch CDP, Florida",15255,1257,2767,11231,5-Year,"Manatee County, Florida"
1239081,Florida,2023,Place,"Lake Worth Beach city, Florida",15229,2816,6916,5497,5-Year,"Palm Beach County, Florida"
1239200,Florida,2023,Place,"Land O' Lakes CDP, Florida",14799,1126,3977,9696,5-Year,"Pasco County, Florida"
1239375,Florida,2023,Place,"Lantana town, Florida",4699,520,2233,1946,5-Year,"Palm Beach County, Florida"
1239475,Florida,2023,Place,"Lauderdale-by-the-Sea town, Florida",3419,296,1245,1878,5-Year,"Broward County, Florida"
1239525,Florida,2023,Place,"Lauderdale Lakes city, Florida",13032,3377,5942,3713,5-Year,"Broward County, Florida"
1239550,Florida,2023,Place,"Lauderhill city, Florida",26539,5224,12292,9023,5-Year,"Broward County, Florida"
1239600,Florida,2023,Place,"Laurel CDP, Florida",5898,370,1929,3599,5-Year,"Sarasota County, Florida"
1239650,Florida,2023,Place,"Laurel Hill city, Florida",149,18,48,83,5-Year,"Okaloosa County, Florida"
1239700,Florida,2023,Place,"Lawtey city, Florida",368,60,149,159,5-Year,"Bradford County, Florida"
1239775,Florida,2023,Place,"Lealman CDP, Florida",8773,1528,4347,2898,5-Year,"Pinellas County, Florida"
1239825,Florida,2023,Place,"Lecanto CDP, Florida",2347,114,1057,1176,5-Year,"Citrus County, Florida"
1239850,Florida,2023,Place,"Lee town, Florida",289,73,153,63,5-Year,"Madison County, Florida"
1239875,Florida,2023,Place,"Leesburg city, Florida",12302,2262,6144,3896,5-Year,"Lake County, Florida"
1239950,Florida,2023,Place,"Leisure City CDP, Florida",8113,1764,4034,2315,5-Year,"Miami-Dade County, Florida"
1239987,Florida,2023,Place,"Lely CDP, Florida",1789,179,851,759,5-Year,"Collier County, Florida"
1240037,Florida,2023,Place,"Lely Resort CDP, Florida",3807,246,1231,2330,5-Year,"Collier County, Florida"
1240100,Florida,2023,Place,"Lemon Grove CDP, Florida",199,72,64,63,5-Year,"Hardee County, Florida"
1240387,Florida,2023,Place,"Liberty Triangle CDP, Florida",11041,851,3641,6549,5-Year,"Marion County, Florida"
1240450,Florida,2023,Place,"Lighthouse Point city, Florida",5322,470,1653,3199,5-Year,"Broward County, Florida"
1240562,Florida,2023,Place,"Limestone Creek CDP, Florida",372,30,125,217,5-Year,"Palm Beach County, Florida"
1240875,Florida,2023,Place,"Live Oak city, Florida",2383,407,893,1083,5-Year,"Suwannee County, Florida"
1240950,Florida,2023,Place,"Lloyd CDP, Florida",120,41,43,36,5-Year,"Jefferson County, Florida"
1240985,Florida,2023,Place,"Lochmoor Waterway Estates CDP, Florida",2551,221,726,1604,5-Year,"Lee County, Florida"
1241025,Florida,2023,Place,"Lockhart CDP, Florida",5384,940,1845,2599,5-Year,"Orange County, Florida"
1241150,Florida,2023,Place,"Longboat Key town, Florida",4172,207,854,3111,5-Year,"Sarasota County, Florida"
1241250,Florida,2023,Place,"Longwood city, Florida",6031,646,2044,3341,5-Year,"Seminole County, Florida"
1241400,Florida,2023,Place,"Loughman CDP, Florida",2733,256,1055,1422,5-Year,"Polk County, Florida"
1241562,Florida,2023,Place,"Lower Grand Lagoon CDP, Florida",2420,349,627,1444,5-Year,"Bay County, Florida"
1241577,Florida,2023,Place,"Loxahatchee Groves town, Florida",1192,80,280,832,5-Year,"Palm Beach County, Florida"
1241775,Florida,2023,Place,"Lutz CDP, Florida",9329,638,2495,6196,5-Year,"Hillsborough County, Florida"
1241825,Florida,2023,Place,"Lynn Haven city, Florida",7326,483,1969,4874,5-Year,"Bay County, Florida"
1241950,Florida,2023,Place,"Macclenny city, Florida",2467,247,863,1357,5-Year,"Baker County, Florida"
1242090,Florida,2023,Place,"McGregor CDP, Florida",3964,245,1233,2486,5-Year,"Lee County, Florida"
1242150,Florida,2023,Place,"McIntosh town, Florida",180,12,62,106,5-Year,"Marion County, Florida"
1242400,Florida,2023,Place,"Madeira Beach city, Florida",1940,185,674,1081,5-Year,"Pinellas County, Florida"
1242425,Florida,2023,Place,"Madison city, Florida",1196,437,361,398,5-Year,"Madison County, Florida"
1242575,Florida,2023,Place,"Maitland city, Florida",8713,987,2160,5566,5-Year,"Orange County, Florida"
1242625,Florida,2023,Place,"Malabar town, Florida",1303,30,270,1003,5-Year,"Brevard County, Florida"
1242650,Florida,2023,Place,"Malone town, Florida",379,95,155,129,5-Year,"Jackson County, Florida"
1242700,Florida,2023,Place,"Manalapan town, Florida",175,13,34,128,5-Year,"Palm Beach County, Florida"
1242750,Florida,2023,Place,"Manasota Key CDP, Florida",902,34,211,657,5-Year,"Charlotte County, Florida"
1242787,Florida,2023,Place,"Manatee Road CDP, Florida",979,177,356,446,5-Year,"Levy County, Florida"
1242850,Florida,2023,Place,"Mango CDP, Florida",5335,1256,2602,1477,5-Year,"Hillsborough County, Florida"
1242900,Florida,2023,Place,"Mangonia Park town, Florida",772,127,491,154,5-Year,"Palm Beach County, Florida"
1243000,Florida,2023,Place,"Marathon city, Florida",3968,352,1623,1993,5-Year,"Monroe County, Florida"
1243083,Florida,2023,Place,"Marco Island city, Florida",8433,665,2342,5426,5-Year,"Collier County, Florida"
1243090,Florida,2023,Place,"Marco Shores-Hammock Bay CDP, Florida",421,27,162,232,5-Year,"Collier County, Florida"
1243125,Florida,2023,Place,"Margate city, Florida",24634,3085,11296,10253,5-Year,"Broward County, Florida"
1243175,Florida,2023,Place,"Marianna city, Florida",2710,632,1325,753,5-Year,"Jackson County, Florida"
1243300,Florida,2023,Place,"Marion Oaks CDP, Florida",7085,752,2145,4188,5-Year,"Marion County, Florida"
1243375,Florida,2023,Place,"Mary Esther city, Florida",1622,135,494,993,5-Year,"Okaloosa County, Florida"
1243400,Florida,2023,Place,"Masaryktown CDP, Florida",472,99,233,140,5-Year,"Hernando County, Florida"
1243425,Florida,2023,Place,"Mascotte city, Florida",2198,113,848,1237,5-Year,"Lake County, Florida"
1243475,Florida,2023,Place,"Matlacha CDP, Florida",433,85,125,223,5-Year,"Lee County, Florida"
1243575,Florida,2023,Place,"Mayo town, Florida",374,94,147,133,5-Year,"Lafayette County, Florida"
1243785,Florida,2023,Place,"Meadow Oaks CDP, Florida",1492,133,762,597,5-Year,"Pasco County, Florida"
1243800,Florida,2023,Place,"Meadow Woods CDP, Florida",12930,1106,4354,7470,5-Year,"Orange County, Florida"
1243900,Florida,2023,Place,"Medley town, Florida",462,158,203,101,5-Year,"Miami-Dade County, Florida"
1243925,Florida,2023,Place,"Medulla CDP, Florida",4350,363,1479,2508,5-Year,"Polk County, Florida"
1244000,Florida,2023,Place,"Melbourne Beach town, Florida",1532,166,435,931,5-Year,"Brevard County, Florida"
1244075,Florida,2023,Place,"Melbourne Village town, Florida",314,25,93,196,5-Year,"Brevard County, Florida"
1244175,Florida,2023,Place,"Memphis CDP, Florida",3352,628,989,1735,5-Year,"Manatee County, Florida"
